Ensembl Protein ID	Ensembl Gene ID	Associated Gene Name
ENSP00000379602	ENSG00000139190	VAMP1
ENSP00000266556	ENSG00000139192	TAPBPL
ENSP00000266557	ENSG00000139193	CD27
ENSP00000407401	ENSG00000139197	PEX5
ENSP00000266579	ENSG00000139209	SLC38A4
ENSP00000358374	ENSG00000139218	SCAF11
ENSP00000369889	ENSG00000139219	COL2A1
ENSP00000450337	ENSG00000139220	PPFIA2
ENSP00000266604	ENSG00000139233	LLPH
ENSP00000326759	ENSG00000139263	LRIG3
ENSP00000266643	ENSG00000139266	Mar-09
ENSP00000266646	ENSG00000139269	INHBE
ENSP00000266659	ENSG00000139278	GLIPR1
ENSP00000329093	ENSG00000139287	TPH2
ENSP00000266671	ENSG00000139289	PHLDA1
ENSP00000266673	ENSG00000139291	TMEM19
ENSP00000266674	ENSG00000139292	LGR5
ENSP00000266688	ENSG00000139304	PTPRQ
ENSP00000279488	ENSG00000139318	DUSP6
ENSP00000266712	ENSG00000139324	TMTC3
ENSP00000266718	ENSG00000139329	LUM
ENSP00000266719	ENSG00000139330	KERA
ENSP00000266735	ENSG00000139343	SNRPF
ENSP00000266736	ENSG00000139344	AMDHD1
ENSP00000451211	ENSG00000139350	NEDD1
ENSP00000266743	ENSG00000139351	SYCP3
ENSP00000266744	ENSG00000139352	ASCL1
ENSP00000266771	ENSG00000139370	SLC15A4
ENSP00000376611	ENSG00000139372	TDG
ENSP00000341117	ENSG00000139410	SDSL
ENSP00000445920	ENSG00000139428	MMAB
ENSP00000315263	ENSG00000139433	GLTP
ENSP00000347464	ENSG00000139436	GIT2
ENSP00000324404	ENSG00000139437	TCHP
ENSP00000299162	ENSG00000139445	FOXN4
ENSP00000371155	ENSG00000139496	NUPL1
ENSP00000371221	ENSG00000139505	MTMR6
ENSP00000370128	ENSG00000139514	SLC7A1
ENSP00000370421	ENSG00000139515	PDX1
ENSP00000325929	ENSG00000139517	LNX2
ENSP00000266971	ENSG00000139531	SUOX
ENSP00000312706	ENSG00000139537	CCDC65
ENSP00000266980	ENSG00000139540	SLC39A5
ENSP00000266987	ENSG00000139546	TARBP2
ENSP00000381206	ENSG00000139547	RDH16
ENSP00000266991	ENSG00000139549	DHH
ENSP00000373574	ENSG00000139567	ACVRL1
ENSP00000267015	ENSG00000139572	GPR84
ENSP00000267017	ENSG00000139574	NPFF
ENSP00000267023	ENSG00000139579	NABP2
ENSP00000267064	ENSG00000139613	SMARCC2
ENSP00000369497	ENSG00000139618	BRCA2
ENSP00000415436	ENSG00000139620	KANSL2
ENSP00000325485	ENSG00000139624	CERS5
ENSP00000448689	ENSG00000139625	MAP3K12
ENSP00000267082	ENSG00000139626	ITGB7
ENSP00000348668	ENSG00000139629	GALNT6
ENSP00000267085	ENSG00000139631	CSAD
ENSP00000267102	ENSG00000139636	LMBR1L
ENSP00000267103	ENSG00000139637	C12orf10
ENSP00000267113	ENSG00000139641	ESYT1
ENSP00000389277	ENSG00000139644	TMBIM6
ENSP00000267116	ENSG00000139645	ANKRD52
ENSP00000267119	ENSG00000139648	KRT71
ENSP00000409463	ENSG00000139651	ZNF740
ENSP00000298125	ENSG00000139668	WDFY2
ENSP00000341285	ENSG00000139675	HNRNPA1L2
ENSP00000344353	ENSG00000139679	LPAR6
ENSP00000367992	ENSG00000139684	ESD
ENSP00000267163	ENSG00000139687	RB1
ENSP00000387361	ENSG00000139697	SBNO1
ENSP00000267197	ENSG00000139718	SETD1B
ENSP00000267199	ENSG00000139719	VPS33A
ENSP00000267202	ENSG00000139722	VPS37B
ENSP00000267205	ENSG00000139725	RHOF
ENSP00000280557	ENSG00000139726	DENR
ENSP00000383178	ENSG00000139734	DIAPH3
ENSP00000267229	ENSG00000139746	RBM26
ENSP00000267260	ENSG00000139767	SRRM4
ENSP00000267273	ENSG00000139780	METTL21C
ENSP00000267287	ENSG00000139793	MBNL2
ENSP00000267291	ENSG00000139797	RNF113B
ENSP00000267294	ENSG00000139800	ZIC5
ENSP00000267328	ENSG00000139832	RAB20
ENSP00000364580	ENSG00000139835	GRTP1
ENSP00000364589	ENSG00000139842	CUL4A
ENSP00000451131	ENSG00000139865	TTC6
ENSP00000267377	ENSG00000139874	SSTR1
ENSP00000267383	ENSG00000139880	CDH24
ENSP00000267396	ENSG00000139890	REM2
ENSP00000267406	ENSG00000139899	CBLN3
ENSP00000339179	ENSG00000139908	TSSK4
ENSP00000438875	ENSG00000139910	NOVA1
ENSP00000382178	ENSG00000139915	MDGA2
ENSP00000393316	ENSG00000139921	TMX1
ENSP00000348550	ENSG00000139926	FRMD6
ENSP00000267460	ENSG00000139946	PELI2
ENSP00000267484	ENSG00000139970	RTN1
ENSP00000267485	ENSG00000139971	C14orf37
ENSP00000452521	ENSG00000139977	NAA30
ENSP00000267499	ENSG00000139985	ADAM21
ENSP00000267502	ENSG00000139988	RDH12
ENSP00000341351	ENSG00000139990	DCAF5
ENSP00000267512	ENSG00000139998	RAB15
ENSP00000343925	ENSG00000140009	ESR2
ENSP00000321427	ENSG00000140015	KCNH5
ENSP00000267540	ENSG00000140022	STON2
ENSP00000326267	ENSG00000140025	EFCAB11
ENSP00000267549	ENSG00000140030	GPR65
ENSP00000267569	ENSG00000140044	JDP2
ENSP00000267584	ENSG00000140057	AK7
ENSP00000267594	ENSG00000140067	FAM181A
ENSP00000431840	ENSG00000140090	SLC24A4
ENSP00000345008	ENSG00000140092	FBLN5
ENSP00000261994	ENSG00000140093	SERPINA10
ENSP00000347495	ENSG00000140105	WARS
ENSP00000354886	ENSG00000140107	SLC25A47
ENSP00000406084	ENSG00000140153	WDR20
ENSP00000337618	ENSG00000140157	NIPA2
ENSP00000452776	ENSG00000140199	SLC12A6
ENSP00000267803	ENSG00000140254	DUOXA1
ENSP00000267812	ENSG00000140259	MFAP1
ENSP00000331057	ENSG00000140262	TCF12
ENSP00000267814	ENSG00000140263	SORD
ENSP00000319705	ENSG00000140274	DUOXA2
ENSP00000373691	ENSG00000140279	DUOX2
ENSP00000267842	ENSG00000140284	SLC27A2
ENSP00000267843	ENSG00000140285	FGF7
ENSP00000267845	ENSG00000140287	HDC
ENSP00000379377	ENSG00000140297	GCNT3
ENSP00000267859	ENSG00000140299	BNIP2
ENSP00000379372	ENSG00000140307	GTF2A2
ENSP00000267884	ENSG00000140319	SRP14
ENSP00000396976	ENSG00000140320	BAHD1
ENSP00000267889	ENSG00000140323	DISP2
ENSP00000348564	ENSG00000140326	CDAN1
ENSP00000452871	ENSG00000140332	TLE3
ENSP00000417864	ENSG00000140350	ANP32A
ENSP00000267935	ENSG00000140365	COMMD4
ENSP00000267938	ENSG00000140367	UBE2Q2
ENSP00000452746	ENSG00000140368	PSTPIP1
ENSP00000452762	ENSG00000140374	ETFA
ENSP00000267953	ENSG00000140379	BCL2A1
ENSP00000336856	ENSG00000140382	HMG20A
ENSP00000267970	ENSG00000140391	TSPAN3
ENSP00000267973	ENSG00000140395	WDR61
ENSP00000399968	ENSG00000140396	NCOA2
ENSP00000347170	ENSG00000140398	NEIL1
ENSP00000267978	ENSG00000140400	MAN2C1
ENSP00000378324	ENSG00000140403	DNAJA4
ENSP00000267996	ENSG00000140416	TPM1
ENSP00000268035	ENSG00000140443	IGF1R
ENSP00000268042	ENSG00000140450	ARRDC4
ENSP00000268043	ENSG00000140451	PIF1
ENSP00000369681	ENSG00000140455	USP3
ENSP00000268053	ENSG00000140459	CYP11A1
ENSP00000268057	ENSG00000140463	BBS4
ENSP00000268058	ENSG00000140464	PML
ENSP00000369050	ENSG00000140465	CYP1A1
ENSP00000318423	ENSG00000140471	LINS
ENSP00000400312	ENSG00000140474	ULK3
ENSP00000305056	ENSG00000140479	PCSK6
ENSP00000287202	ENSG00000140488	CELF6
ENSP00000268099	ENSG00000140497	SCAMP2
ENSP00000342007	ENSG00000140505	CYP1A2
ENSP00000352606	ENSG00000140511	HAPLN3
ENSP00000268122	ENSG00000140519	RHCG
ENSP00000268124	ENSG00000140521	POLG
ENSP00000268125	ENSG00000140522	RLBP1
ENSP00000310842	ENSG00000140525	FANCI
ENSP00000268129	ENSG00000140526	ABHD2
ENSP00000268138	ENSG00000140534	TICRR
ENSP00000354207	ENSG00000140538	NTRK3
ENSP00000408994	ENSG00000140543	DET1
ENSP00000268150	ENSG00000140545	MFGE8
ENSP00000407487	ENSG00000140553	UNC45A
ENSP00000268164	ENSG00000140557	ST8SIA2
ENSP00000268171	ENSG00000140564	FURIN
ENSP00000268182	ENSG00000140575	IQGAP1
ENSP00000268184	ENSG00000140577	CRTC3
ENSP00000268206	ENSG00000140598	EFTUD1
ENSP00000391372	ENSG00000140600	SH3GL3
ENSP00000268220	ENSG00000140612	SEC11A
ENSP00000268231	ENSG00000140623	Sep-12
ENSP00000322716	ENSG00000140632	GLYR1
ENSP00000268261	ENSG00000140650	PMM2
ENSP00000327943	ENSG00000140675	SLC5A2
ENSP00000268296	ENSG00000140678	ITGAX
ENSP00000378332	ENSG00000140682	TGFB1I1
ENSP00000387911	ENSG00000140694	PARN
ENSP00000418823	ENSG00000140718	FTO
ENSP00000268379	ENSG00000140740	UQCRC2
ENSP00000268383	ENSG00000140743	CDR2
ENSP00000268389	ENSG00000140749	IGSF6
ENSP00000289968	ENSG00000140750	ARHGAP17
ENSP00000378288	ENSG00000140795	MYLK3
ENSP00000311030	ENSG00000140798	ABCC12
ENSP00000268459	ENSG00000140807	NKD1
ENSP00000268482	ENSG00000140829	DHX38
ENSP00000268483	ENSG00000140830	TXNL4B
ENSP00000299952	ENSG00000140832	MARVELD3
ENSP00000341206	ENSG00000140835	CHST4
ENSP00000268489	ENSG00000140836	ZFHX3
ENSP00000262510	ENSG00000140853	NLRC5
ENSP00000368982	ENSG00000140854	KATNB1
ENSP00000368976	ENSG00000140859	KIFC3
ENSP00000282849	ENSG00000140873	ADAMTS18
ENSP00000268533	ENSG00000140876	NUDT7
ENSP00000319531	ENSG00000140905	GCSH
ENSP00000354579	ENSG00000140931	CMTM3
ENSP00000268595	ENSG00000140932	CMTM2
ENSP00000268603	ENSG00000140937	CDH11
ENSP00000268605	ENSG00000140939	NOL3
ENSP00000268607	ENSG00000140941	MAP1LC3B
ENSP00000344223	ENSG00000140943	MBTPS1
ENSP00000408632	ENSG00000140945	CDH13
ENSP00000268616	ENSG00000140948	ZCCHC14
ENSP00000343635	ENSG00000140950	TLDC1
ENSP00000355374	ENSG00000140961	OSGIN1
ENSP00000268638	ENSG00000140968	IRF8
ENSP00000321971	ENSG00000140983	RHOT2
ENSP00000268661	ENSG00000140986	RPL3L
ENSP00000302502	ENSG00000140987	ZSCAN32
ENSP00000341885	ENSG00000140988	RPS2
ENSP00000268668	ENSG00000140990	NDUFB10
ENSP00000344220	ENSG00000140992	PDPK1
ENSP00000263346	ENSG00000141002	TCF25
ENSP00000268695	ENSG00000141012	GALNS
ENSP00000268699	ENSG00000141013	GAS8
ENSP00000268711	ENSG00000141026	MED9
ENSP00000268712	ENSG00000141027	NCOR1
ENSP00000268717	ENSG00000141030	COPS3
ENSP00000268719	ENSG00000141034	GID4
ENSP00000401678	ENSG00000141052	MYOCD
ENSP00000323178	ENSG00000141068	KSR1
ENSP00000327179	ENSG00000141076	CIRH1A
ENSP00000316589	ENSG00000141084	RANBP10
ENSP00000458537	ENSG00000141086	CTRL
ENSP00000268797	ENSG00000141098	GFOD2
ENSP00000268802	ENSG00000141101	NOB1
ENSP00000268835	ENSG00000141127	PRPSAP2
ENSP00000409936	ENSG00000141140	MYO19
ENSP00000268854	ENSG00000141141	DDX52
ENSP00000268864	ENSG00000141150	RASL10B
ENSP00000268876	ENSG00000141161	UNC45B
ENSP00000268896	ENSG00000141179	PCTP
ENSP00000365451	ENSG00000141194	OR4D1
ENSP00000460823	ENSG00000141198	TOM1L1
ENSP00000268919	ENSG00000141200	KIF2B
ENSP00000268957	ENSG00000141232	TOB1
ENSP00000401435	ENSG00000141252	VPS53
ENSP00000268989	ENSG00000141258	SGSM2
ENSP00000320324	ENSG00000141279	NPEPPS
ENSP00000338171	ENSG00000141293	SKAP1
ENSP00000269025	ENSG00000141294	LRRC46
ENSP00000269033	ENSG00000141298	SSH2
ENSP00000269051	ENSG00000141314	RHBDL3
ENSP00000407193	ENSG00000141337	ARSG
ENSP00000269080	ENSG00000141338	ABCA8
ENSP00000269097	ENSG00000141349	G6PC3
ENSP00000269122	ENSG00000141367	CLTC
ENSP00000269127	ENSG00000141371	C17orf64
ENSP00000375067	ENSG00000141376	BCAS3
ENSP00000376758	ENSG00000141378	PTRH2
ENSP00000414516	ENSG00000141380	SS18
ENSP00000269142	ENSG00000141384	TAF4B
ENSP00000269143	ENSG00000141385	AFG3L2
ENSP00000338988	ENSG00000141391	SLMO1
ENSP00000269159	ENSG00000141401	IMPA2
ENSP00000334051	ENSG00000141404	GNAL
ENSP00000269187	ENSG00000141424	SLC39A6
ENSP00000349955	ENSG00000141425	RPRD1A
ENSP00000269195	ENSG00000141429	GALNT1
ENSP00000411658	ENSG00000141433	ADCYAP1
ENSP00000269202	ENSG00000141434	MEP1B
ENSP00000462754	ENSG00000141437	SLC25A52
ENSP00000269209	ENSG00000141441	GAREM
ENSP00000269214	ENSG00000141446	ESCO1
ENSP00000320291	ENSG00000141447	OSBPL1A
ENSP00000269216	ENSG00000141448	GATA6
ENSP00000301396	ENSG00000141456	PELP1
ENSP00000269228	ENSG00000141458	NPC1
ENSP00000390637	ENSG00000141469	SLC14A1
ENSP00000269260	ENSG00000141480	ARRB2
ENSP00000406220	ENSG00000141485	SLC13A5
ENSP00000324203	ENSG00000141499	WRAP53
ENSP00000347427	ENSG00000141503	MINK1
ENSP00000269298	ENSG00000141504	SAT2
ENSP00000269299	ENSG00000141505	ASGR1
ENSP00000392812	ENSG00000141506	PIK3R5
ENSP00000269305	ENSG00000141510	TP53
ENSP00000380679	ENSG00000141519	CCDC40
ENSP00000269321	ENSG00000141522	ARHGDIA
ENSP00000313408	ENSG00000141524	TMC6
ENSP00000376150	ENSG00000141526	SLC16A3
ENSP00000344549	ENSG00000141527	CARD14
ENSP00000269346	ENSG00000141540	TTYH2
ENSP00000461785	ENSG00000141542	RAB40B
ENSP00000269349	ENSG00000141543	EIF4A3
ENSP00000324464	ENSG00000141551	CSNK1D
ENSP00000349957	ENSG00000141552	ANAPC11
ENSP00000347719	ENSG00000141556	TBCD
ENSP00000269373	ENSG00000141560	FN3KRP
ENSP00000309899	ENSG00000141562	NARF
ENSP00000307272	ENSG00000141564	RPTOR
ENSP00000335677	ENSG00000141568	FOXK2
ENSP00000269383	ENSG00000141569	TRIM65
ENSP00000269385	ENSG00000141570	CBX8
ENSP00000269389	ENSG00000141574	SECTM1
ENSP00000393583	ENSG00000141577	AZI1
ENSP00000376139	ENSG00000141580	WDR45B
ENSP00000269397	ENSG00000141582	CBX4
ENSP00000269439	ENSG00000141622	RNF165
ENSP00000269445	ENSG00000141627	DYM
ENSP00000383234	ENSG00000141639	MAPK4
ENSP00000269466	ENSG00000141642	ELAC1
ENSP00000405268	ENSG00000141644	MBD1
ENSP00000341551	ENSG00000141646	SMAD4
ENSP00000465500	ENSG00000141655	TNFRSF11A
ENSP00000393154	ENSG00000141665	FBXO15
ENSP00000326119	ENSG00000141682	PMAIP1
ENSP00000347649	ENSG00000141696	LEPREL4
ENSP00000389948	ENSG00000141698	NT5C3B
ENSP00000309432	ENSG00000141699	FAM134C
ENSP00000269554	ENSG00000141720	PIP4K2B
ENSP00000269571	ENSG00000141736	ERBB2
ENSP00000403459	ENSG00000141738	GRB7
ENSP00000377778	ENSG00000141741	MIEN1
ENSP00000269582	ENSG00000141744	PNMT
ENSP00000269593	ENSG00000141753	IGFBP4
ENSP00000317232	ENSG00000141756	FKBP10
ENSP00000269601	ENSG00000141759	TXNL4A
ENSP00000353362	ENSG00000141837	CACNA1A
ENSP00000263377	ENSG00000141867	BRD4
ENSP00000269740	ENSG00000141873	SLC39A3
ENSP00000465655	ENSG00000141905	NFIC
ENSP00000329697	ENSG00000141934	PPAP2C
ENSP00000269834	ENSG00000141946	ZIM3
ENSP00000269844	ENSG00000141956	PRDM15
ENSP00000269848	ENSG00000141959	PFKL
ENSP00000269856	ENSG00000141965	FEM1A
ENSP00000472929	ENSG00000141968	VAV1
ENSP00000324810	ENSG00000141971	MVB12A
ENSP00000386951	ENSG00000141979	CTD-3222D19.2
ENSP00000269886	ENSG00000141985	SH3GL1
ENSP00000311977	ENSG00000141994	DUS3L
ENSP00000262960	ENSG00000142002	DPP9
ENSP00000269967	ENSG00000142039	CCDC97
ENSP00000375859	ENSG00000142046	TMEM91
ENSP00000372191	ENSG00000142082	SIRT3
ENSP00000382707	ENSG00000142089	IFITM3
ENSP00000387185	ENSG00000142102	ATHL1
ENSP00000270112	ENSG00000142149	HUNK
ENSP00000355180	ENSG00000142156	COL6A1
ENSP00000270139	ENSG00000142166	IFNAR1
ENSP00000270142	ENSG00000142168	SOD1
ENSP00000300527	ENSG00000142173	COL6A2
ENSP00000270162	ENSG00000142178	SIK1
ENSP00000270172	ENSG00000142182	DNMT3L
ENSP00000300482	ENSG00000142185	TRPM2
ENSP00000270176	ENSG00000142186	SCYL1
ENSP00000397773	ENSG00000142188	TMEM50B
ENSP00000284981	ENSG00000142192	APP
ENSP00000382104	ENSG00000142197	DOPEY2
ENSP00000372199	ENSG00000142207	URB1
ENSP00000270202	ENSG00000142208	AKT1
ENSP00000343000	ENSG00000142224	IL19
ENSP00000270225	ENSG00000142230	SAE1
ENSP00000270235	ENSG00000142233	NTN5
ENSP00000270257	ENSG00000142252	GEMIN7
ENSP00000270279	ENSG00000142273	CBLC
ENSP00000270288	ENSG00000142279	WTIP
ENSP00000270328	ENSG00000142303	ADAMTS10
ENSP00000270349	ENSG00000142319	SLC6A3
ENSP00000270357	ENSG00000142327	RNPEPL1
ENSP00000375844	ENSG00000142330	CAPN10
ENSP00000344871	ENSG00000142347	MYO1F
ENSP00000319377	ENSG00000142405	NLRP12
ENSP00000270458	ENSG00000142408	CACNG8
ENSP00000270502	ENSG00000142444	C19orf52
ENSP00000325690	ENSG00000142453	CARM1
ENSP00000445905	ENSG00000142459	EVI5L
ENSP00000270560	ENSG00000142484	TM4SF5
ENSP00000270570	ENSG00000142494	SLC47A1
ENSP00000270586	ENSG00000142507	PSMB6
ENSP00000345243	ENSG00000142512	SIGLEC10
ENSP00000270593	ENSG00000142513	ACPT
ENSP00000314151	ENSG00000142515	KLK3
ENSP00000270617	ENSG00000142528	ZNF473
ENSP00000270625	ENSG00000142534	RPS11
ENSP00000270631	ENSG00000142538	PTH2
ENSP00000473233	ENSG00000142539	CTD-2545M3.6
ENSP00000375730	ENSG00000142541	RPL13A
ENSP00000390011	ENSG00000142544	CTU1
ENSP00000375726	ENSG00000142546	NOSIP
ENSP00000270642	ENSG00000142549	IGLON5
ENSP00000366641	ENSG00000142583	SLC2A5
ENSP00000338629	ENSG00000142599	RERE
ENSP00000367668	ENSG00000142606	MMEL1
ENSP00000417061	ENSG00000142609	C1orf222
ENSP00000270722	ENSG00000142611	PRDM16
ENSP00000365167	ENSG00000142621	FHAD1
ENSP00000351209	ENSG00000142627	EPHA2
ENSP00000270747	ENSG00000142632	ARHGEF19
ENSP00000365147	ENSG00000142634	EFHD2
ENSP00000349016	ENSG00000142655	PEX14
ENSP00000270776	ENSG00000142657	PGD
ENSP00000270792	ENSG00000142669	SH3BGRL3
ENSP00000354609	ENSG00000142675	CNKSR1
ENSP00000363676	ENSG00000142676	RPL11
ENSP00000270800	ENSG00000142677	IL22RA1
ENSP00000363384	ENSG00000142684	ZNF593
ENSP00000425166	ENSG00000142686	C1orf216
ENSP00000318406	ENSG00000142687	KIAA0319L
ENSP00000383909	ENSG00000142700	DMRTA2
ENSP00000270861	ENSG00000142731	PLK4
ENSP00000350195	ENSG00000142733	MAP3K6
ENSP00000270879	ENSG00000142748	FCN3
ENSP00000363250	ENSG00000142751	GPN2
ENSP00000440704	ENSG00000142765	SYTL1
ENSP00000355317	ENSG00000142784	WDTC1
ENSP00000290122	ENSG00000142789	CELA3A
ENSP00000316782	ENSG00000142794	NBPF3
ENSP00000363827	ENSG00000142798	HSPG2
ENSP00000360133	ENSG00000142856	ITGB3BP
ENSP00000360034	ENSG00000142864	SERBP1
ENSP00000398736	ENSG00000142871	CYR61
ENSP00000359719	ENSG00000142875	PRKACB
ENSP00000359848	ENSG00000142892	PIGK
ENSP00000271064	ENSG00000142910	TINAGL1
ENSP00000294517	ENSG00000142920	ADC
ENSP00000379888	ENSG00000142937	RPS8
ENSP00000361298	ENSG00000142945	KIF2C
ENSP00000353030	ENSG00000142949	PTPRF
ENSP00000271139	ENSG00000142961	MOB3C
ENSP00000360991	ENSG00000142973	CYP4B1
ENSP00000360500	ENSG00000143006	DMRTB1
ENSP00000359573	ENSG00000143013	LMO4
ENSP00000359474	ENSG00000143032	BARHL2
ENSP00000359321	ENSG00000143033	MTF2
ENSP00000271227	ENSG00000143036	SLC44A3
ENSP00000321184	ENSG00000143061	IGSF3
ENSP00000271277	ENSG00000143079	CTTNBP2NL
ENSP00000358810	ENSG00000143093	STRIP1
ENSP00000358786	ENSG00000143105	KCNA10
ENSP00000271308	ENSG00000143106	PSMA5
ENSP00000271324	ENSG00000143119	CD53
ENSP00000271331	ENSG00000143125	PROK1
ENSP00000271332	ENSG00000143126	CELSR2
ENSP00000358310	ENSG00000143127	ITGA10
ENSP00000271348	ENSG00000143140	GJA5
ENSP00000271357	ENSG00000143147	GPR161
ENSP00000346827	ENSG00000143149	ALDH9A1
ENSP00000356789	ENSG00000143153	ATP1B1
ENSP00000356807	ENSG00000143155	TIPRL
ENSP00000356785	ENSG00000143156	NME7
ENSP00000271373	ENSG00000143158	MPC2
ENSP00000356814	ENSG00000143164	DCAF6
ENSP00000356842	ENSG00000143167	GPA33
ENSP00000352900	ENSG00000143171	RXRG
ENSP00000356795	ENSG00000143178	TBX19
ENSP00000356853	ENSG00000143179	UCK2
ENSP00000375975	ENSG00000143183	TMCO1
ENSP00000356792	ENSG00000143184	XCL1
ENSP00000356793	ENSG00000143185	XCL2
ENSP00000356840	ENSG00000143190	POU2F1
ENSP00000356791	ENSG00000143196	DPT
ENSP00000356859	ENSG00000143198	MGST3
ENSP00000356825	ENSG00000143199	ADCY10
ENSP00000356641	ENSG00000143207	RFWD2
ENSP00000356991	ENSG00000143217	PVRL4
ENSP00000356982	ENSG00000143222	UFC1
ENSP00000343943	ENSG00000143224	PPOX
ENSP00000271450	ENSG00000143226	FCGR2A
ENSP00000271452	ENSG00000143228	NUF2
ENSP00000319308	ENSG00000143248	RGS5
ENSP00000356953	ENSG00000143252	SDHC
ENSP00000356989	ENSG00000143256	PFDN2
ENSP00000356958	ENSG00000143257	NR1I3
ENSP00000289865	ENSG00000143258	USP21
ENSP00000356382	ENSG00000143278	F13B
ENSP00000271526	ENSG00000143294	PRCC
ENSP00000354691	ENSG00000143297	FCRL5
ENSP00000354525	ENSG00000143314	MRPL24
ENSP00000357069	ENSG00000143315	PIGM
ENSP00000357057	ENSG00000143318	CASQ1
ENSP00000323424	ENSG00000143319	ISG20L2
ENSP00000357204	ENSG00000143320	CRABP2
ENSP00000357189	ENSG00000143321	HDGF
ENSP00000427562	ENSG00000143322	ABL2
ENSP00000356562	ENSG00000143324	XPR1
ENSP00000356529	ENSG00000143333	RGS16
ENSP00000393292	ENSG00000143337	TOR1AIP1
ENSP00000271588	ENSG00000143341	HMCN1
ENSP00000303192	ENSG00000143344	RGL1
ENSP00000356357	ENSG00000143355	LHX9
ENSP00000271620	ENSG00000143363	PRUNE
ENSP00000327025	ENSG00000143365	RORC
ENSP00000357842	ENSG00000143367	TUFT1
ENSP00000271628	ENSG00000143368	SF3B4
ENSP00000358045	ENSG00000143369	ECM1
ENSP00000319829	ENSG00000143373	ZNF687
ENSP00000358060	ENSG00000143374	TARS2
ENSP00000271636	ENSG00000143375	CGN
ENSP00000357836	ENSG00000143376	SNX27
ENSP00000271640	ENSG00000143379	SETDB1
ENSP00000271643	ENSG00000143382	ADAMTSL4
ENSP00000358022	ENSG00000143384	MCL1
ENSP00000271651	ENSG00000143387	CTSK
ENSP00000290524	ENSG00000143390	RFX5
ENSP00000271657	ENSG00000143393	PI4KB
ENSP00000357883	ENSG00000143398	PIP5K1A
ENSP00000324074	ENSG00000143401	ANP32E
ENSP00000354669	ENSG00000143409	FAM63A
ENSP00000357861	ENSG00000143416	SELENBP1
ENSP00000271688	ENSG00000143418	CERS2
ENSP00000341743	ENSG00000143420	ENSA
ENSP00000357909	ENSG00000143434	SEMA6C
ENSP00000357823	ENSG00000143436	MRPL9
ENSP00000351407	ENSG00000143437	ARNT
ENSP00000271715	ENSG00000143442	POGZ
ENSP00000415904	ENSG00000143450	OAZ3
ENSP00000355167	ENSG00000143452	HORMAD1
ENSP00000271732	ENSG00000143457	GOLPH3L
ENSP00000356087	ENSG00000143466	IKBKE
ENSP00000389039	ENSG00000143469	SYT14
ENSP00000271751	ENSG00000143473	KCNH1
ENSP00000355958	ENSG00000143476	DTL
ENSP00000356076	ENSG00000143479	DYRK3
ENSP00000271764	ENSG00000143486	EIF2D
ENSP00000355961	ENSG00000143493	INTS7
ENSP00000327072	ENSG00000143498	TAF1A
ENSP00000355924	ENSG00000143499	SMYD2
ENSP00000355866	ENSG00000143507	DUSP10
ENSP00000341957	ENSG00000143514	TP53BP2
ENSP00000357475	ENSG00000143515	ATP8B2
ENSP00000373370	ENSG00000143520	FLG2
ENSP00000271835	ENSG00000143536	CRNN
ENSP00000349436	ENSG00000143537	ADAM15
ENSP00000271843	ENSG00000143543	JTB
ENSP00000357564	ENSG00000143545	RAB13
ENSP00000357721	ENSG00000143546	S100A8
ENSP00000357516	ENSG00000143549	TPM3
ENSP00000357674	ENSG00000143553	SNAPIN
ENSP00000357650	ENSG00000143554	SLC27A3
ENSP00000357711	ENSG00000143556	S100A7
ENSP00000355343	ENSG00000143569	UBAP2L
ENSP00000309710	ENSG00000143570	SLC39A1
ENSP00000329002	ENSG00000143575	HAX1
ENSP00000271889	ENSG00000143578	CREB3L4
ENSP00000357393	ENSG00000143590	EFNA3
ENSP00000318355	ENSG00000143595	AQP10
ENSP00000271915	ENSG00000143603	KCNN3
ENSP00000357507	ENSG00000143612	C1orf43
ENSP00000357644	ENSG00000143614	GATAD2B
ENSP00000355011	ENSG00000143621	ILF2
ENSP00000357306	ENSG00000143622	RIT1
ENSP00000318641	ENSG00000143624	INTS3
ENSP00000339933	ENSG00000143627	PKLR
ENSP00000357342	ENSG00000143630	HCN3
ENSP00000357789	ENSG00000143631	FLG
ENSP00000355645	ENSG00000143632	ACTA1
ENSP00000355632	ENSG00000143641	GALNT2
ENSP00000355621	ENSG00000143643	TTC13
ENSP00000355467	ENSG00000143653	SCCPDH
ENSP00000374443	ENSG00000143669	LYST
ENSP00000355583	ENSG00000143674	MLK4
ENSP00000355500	ENSG00000143702	CEP170
ENSP00000272065	ENSG00000143727	ACP1
ENSP00000355721	ENSG00000143740	SNAP47
ENSP00000305230	ENSG00000143742	SRP9
ENSP00000281701	ENSG00000143748	NVL
ENSP00000272091	ENSG00000143751	SDE2
ENSP00000316476	ENSG00000143753	DEGS1
ENSP00000355827	ENSG00000143756	FBXO28
ENSP00000272102	ENSG00000143761	ARF1
ENSP00000355785	ENSG00000143768	LEFTY2
ENSP00000272117	ENSG00000143772	ITPKB
ENSP00000355689	ENSG00000143774	GUK1
ENSP00000355731	ENSG00000143776	CDC42BPA
ENSP00000272133	ENSG00000143786	CNIH3
ENSP00000272139	ENSG00000143793	C1orf35
ENSP00000302177	ENSG00000143797	MBOAT2
ENSP00000355759	ENSG00000143799	PARP1
ENSP00000355747	ENSG00000143801	PSEN2
